Title,Date,Category,Link,Agency
Attorney General Pam Bondi's Office and Other Law Enforcement Agencies Arrest Three Levy County Residents for Medicaid Fraud,2014-01-30,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-pam-bondis-office-and-other-law-enforcement-agencies-arrest-three-levy-county-residents-for-medicaid-fraud/,Florida Attorney General
Seven Ohio Oncologists Ordered To Pay $2.6 Million,2014-01-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/seven-ohio-oncologists-ordered-to-pay-26-million/,U.S. Attorney
Hogsett Announces Charges against Indianapolis Man for Health Care Fraud,2014-01-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hogsett-announces-charges-against-indianapolis-man-for-health-care-fraud/,U.S.  Attorney
Kentucky Hospital Agrees to Pay Government $16.5 Million to Settle Allegations of Unnecessary Cardiac Procedures,2014-01-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kentucky-hospital-agrees-to-pay-government-165-million-to-settle-allegations-of-unnecessary-cardiac-procedures/,U.S. Department of Justice
A.G. Schneiderman Announces Settlement With EmblemHealth For Failing To Offer Continuation Coverage To Young Adults And Wrongfully Denying Claims For Medical Treatment,2014-01-29,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-settlement-with-emblemhealth-for-failing-to-offer-continuation-coverage-to-young-adults-and-wrongfully-denying-claims-for-medical-treatment/,New York Attorney General
Saint Joseph London Hospital to Pay $16.5 Million to Settle False Claims Act Allegations of Unnecessary Heart Procedures,2014-01-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/saint-joseph-london-hospital-to-pay-165-million-to-settle-false-claims-act-allegations-of-unnecessary-heart-procedures/,U.S. Attorney
Scarborough Man Sentenced to 9 Years on Drug and Health Care Fraud Charges,2014-01-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/scarborough-man-sentenced-to-9-years-on-drug-and-health-care-fraud-charges/,U.S. Attorney
Patient Recruiter Pleads Guilty in Connection With $13 Million Health Care Fraud Scheme,2014-01-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/patient-recruiter-pleads-guilty-in-connection-with-13-million-health-care-fraud-scheme/,U.S. Department of Justice
Beloit Woman Sentenced for Medicaid Fraud,2014-01-28,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/beloit-woman-sentenced-for-medicaid-fraud/,Wisconsin Attorney General
"Decatur Vein Clinic Agreed to Pay $140,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Catheter-Infusion Sclerotherapy Procedures and Care and Treatment for Varicose Veins",2014-01-27,CIA Reportable Events,https://oig.hhs.gov/fraud/enforcement/decatur-vein-clinic-agreed-to-pay-140000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-catheter-infusion-sclerotherapy-procedures-and-care-and-treatment-for-varicose-veins/,No agency found
Illinois Hospice Executive Charged with Federal Health Care Fraud for Allegedly Falsely Elevating Level of Patients' Care,2014-01-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/illinois-hospice-executive-charged-with-federal-health-care-fraud-for-allegedly-falsely-elevating-level-of-patients-care/,U.S. Attorney
Medicare Fraud Strike Force Set Record Numbers for Health Care Fraud Prosecutions,2014-01-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medicare-fraud-strike-force-set-record-numbers-for-health-care-fraud-prosecutions/,U.S. Department of Justice
"Home Care United Agreed to Pay $22,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims with Falsified Documentation",2014-01-27,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/home-care-united-agreed-to-pay-22000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-with-falsified-documentation/,No agency found
"Municipality of Anchorage Employee Sentenced to One Year in Jail for Fraudulently Billing Medicaid $64,665.47",2014-01-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/municipality-of-anchorage-employee-sentenced-to-one-year-in-jail-for-fraudulently-billing-medicaid-6466547/,Alaska Attorney General
Craighead County Woman Arrested For Medicaid Fraud,2014-01-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/craighead-county-woman-arrested-for-medicaid-fraud/,Arkansas Attorney General
A.G. Schneiderman Announces Arrest Of Doctor Who Illegally Sold Prescriptions,2014-01-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-arrest-of-doctor-who-illegally-sold-prescriptions/,New York Attorney General
Claiborne Co. Woman Charged With TennCare Drug Fraud,2014-01-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/claiborne-co-woman-charged-with-tenncare-drug-fraud/,Tennessee Department of Finance & Administration
"Pharmacist Admits Multiple Sales Of Oxycodone Without A Prescription, Agrees To Forfeit $1.5 Million",2014-01-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacist-admits-multiple-sales-of-oxycodone-without-a-prescription-agrees-to-forfeit-15-million/,U.S. Attorney
"Solon Couple Indicted For $750,000 Health Care Fraud",2014-01-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/solon-couple-indicted-for-750000-health-care-fraud/,U.S. Attorney
Disbarred Attorney Pleads Guilty for Role in $28.3 Million Medicare Fraud Scheme,2014-01-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/disbarred-attorney-pleads-guilty-for-role-in-283-million-medicare-fraud-scheme/,U.S. Department of Justice
CareFusion to Pay the Government $40.1 Million to Resolve Allegations That Include More Than $11 Million in Kickbacks to One Doctor,2014-01-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/carefusion-to-pay-the-government-401-million-to-resolve-allegations-that-include-more-than-11-million-in-kickbacks-to-one-doctor/,U.S. Department of Justice
Justice Department Collects More Than $8 Billion in Civil and Criminal Cases in Fiscal Year 2013,2014-01-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/justice-department-collects-more-than-8-billion-in-civil-and-criminal-cases-in-fiscal-year-2013/,U.S. Department of Justice
"Voices for Independence Agreed to Pay $59,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2014-01-09,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/voices-for-independence-agreed-to-pay-59000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,No agency found
A.G. Schneiderman Announces $2.5 M Settlement with Rochester Home Health Agency for Defrauding Medicaid,2014-01-09,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-25-m-settlement-with-rochester-home-health-agency-for-defrauding-medicaid/,New York Attorney General
"CareFusion Corp. to pay Washington $229,440 to resolve Medicaid fraud allegations",2014-01-09,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/carefusion-corp-to-pay-washington-229440-to-resolve-medicaid-fraud-allegations/,Washington Attorney General
"Manhattan U.S. Attorney Simultaneously Files Additional Healthcare Fraud Claims Against Novartis Pharmaceuticals Corp. And Settles Lawsuit against Bioscrip, Inc., In Connection With a Multimillion-Dollar Kickback Scheme Involving a Prescription Drug",2014-01-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/manhattan-us-attorney-simultaneously-files-additional-healthcare-fraud-claims-against-novartis-pharmaceuticals-corp-and-settles-lawsuit-against-bioscrip-inc-in-connection-with-a-multimillion-dollar-kickback-scheme-involving-a-prescription-drug/,U.S. Attorney
"Attorney General's Office Arrests Naples Woman for More Than $60,000 in Medicaid Fraud",2014-01-08,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-generals-office-arrests-naples-woman-for-more-than-60000-in-medicaid-fraud/,Florida Attorney General
"Independence man ordered to repay $13,000 for Medicaid Fraud",2014-01-08,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/independence-man-ordered-to-repay-13000-for-medicaid-fraud/,Kansas Attorney General
Former Clinic Owner Pleads Guilty To $3.4 Million Medicaid Fraud Scheme,2014-01-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-clinic-owner-pleads-guilty-to-34-million-medicaid-fraud-scheme/,U.S. Attorney
Man Convicted at Trial for Role in Nearly $3 Million Health Care Fraud Scheme Involving the Operation of Euless Healthcare Corp. Sentenced to 72 Months in Federal Prison,2014-01-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-convicted-at-trial-for-role-in-nearly-3-million-health-care-fraud-scheme-involving-the-operation-of-euless-healthcare-corp-sentenced-to-72-months-in-federal-prison/,U.S. Attorney
United States Department Of Justice And The State Of Washington Announce Successful Health Care Fraud Settlement With Dr. Abhijit Deshpande And Pinnacle Health Care,2014-01-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-department-of-justice-and-the-state-of-washington-announce-successful-health-care-fraud-settlement-with-dr-abhijit-deshpande-and-pinnacle-health-care/,U.S. Attorney: Eastern District of Washington
Medical Clinic Owner and Other Patient Recruiters Plead Guilty in Miami for Roles in $8 Million Health Care Fraud Scheme,2014-01-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-clinic-owner-and-other-patient-recruiters-plead-guilty-in-miami-for-roles-in-8-million-health-care-fraud-scheme/,U.S. Department of Justice
Medical Clinic Owner Pleads Guilty in Miami for Role in Multiple Health Care Fraud Schemes Totaling Over $20 Million,2014-01-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-clinic-owner-pleads-guilty-in-miami-for-role-in-multiple-health-care-fraud-schemes-totaling-over-20-million/,U.S. Department of Justice
United States Government Settles False Claims Act Allegations against Florida Vein Clinic andIts Owner,2014-01-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-government-settles-false-claims-act-allegations-against-florida-vein-clinic-andits-owner/,U.S. Department of Justice
A.G. Schneiderman Announces Two-Year Prison Term For Licensed Practical Nurse In NYC Home Care Scam,2014-01-07,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-two-year-prison-term-for-licensed-practical-nurse-in-nyc-home-care-scam/,New York Attorney General
Texas Attorney General's Office Secures $25 Million Agreement with Drug Manufacturer over Medicaid Fraud Allegations,2014-01-07,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/texas-attorney-generals-office-secures-25-million-agreement-with-drug-manufacturer-over-medicaid-fraud-allegations/,Texas Attorney General
Texas Doctor Enters Settlement Agreement with OIG on Kickback Allegations,2014-01-06,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/texas-doctor-enters-settlement-agreement-with-oig-on-kickback-allegations-9/,No agency found
Texas Doctor Enters Settlement Agreement with OIG on Kickback Allegations,2014-01-06,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/texas-doctor-enters-settlement-agreement-with-oig-on-kickback-allegations-10/,No agency found
Doctor Admits Taking Bribes in Test-Referrals Scheme with New Jersey Clinical Lab,2014-01-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-admits-taking-bribes-in-test-referrals-scheme-with-new-jersey-clinical-lab/,U.S. Attorney
Medical Center Agrees To $2 Million Settlement of Voluntary Disclosure,2014-01-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-center-agrees-to-2-million-settlement-of-voluntary-disclosure/,U.S. Attorney
Rosebud Woman Charged With Acquiring Controlled Substances by Fraud and Theft In Connection With Healthcare,2013-12-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/rosebud-woman-charged-with-acquiring-controlled-substances-by-fraud-and-theft-in-connection-with-healthcare/,U.S. Attorney
"Wyoming County Community Health System Agreed to Pay $15,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2013-12-16,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/wyoming-county-community-health-system-agreed-to-pay-15000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,No agency found
Attorney General Tom Horne Announces Conviction of Woman Who Faked Leukemia,2013-12-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-tom-horne-announces-conviction-of-woman-who-faked-leukemia/,Arizona Attorney General
Davidson Co. Woman Charged With TennCare Doctor Shopping,2013-12-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/davidson-co-woman-charged-with-tenncare-doctor-shopping-4/,Tennessee Department of Finance & Administration
Michigan Physician Assistant Agreed to Be Excluded for 5 Years for Allegedly Receiving Remuneration in Exchange for Referring Patients for Physical Therapy and Home Health Care,2013-12-13,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/michigan-physician-assistant-agreed-to-be-excluded-for-5-years-for-allegedly-receiving-remuneration-in-exchange-for-referring-patients-for-physical-therapy-and-home-health-care/,No agency found
"Manhattan U.S. Attorney, FBI, and IRS Announce Charges against Pharmacy Owner In Multimillion-Dollar Medicare/Medicaid Fraud Scheme",2013-12-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/manhattan-us-attorney-fbi-and-irs-announce-charges-against-pharmacy-owner-in-multimillion-dollar-medicaremedicaid-fraud-scheme/,U.S. Attorney
"Owner Of Bluegrass Women's Healthcare In Elizabethtown Ordered To Pay Victims $50,663.31 For Misbranding",2013-12-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-bluegrass-womens-healthcare-in-elizabethtown-ordered-to-pay-victims-5066331-for-misbranding/,U.S. Attorney
"Laboratory Corporation of America Agreed to Pay $21,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2013-12-13,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/laboratory-corporation-of-america-agreed-to-pay-21000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,No agency found
"Pioneer Health Service of Newton Agreed to Pay $10,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2013-12-13,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/pioneer-health-service-of-newton-agreed-to-pay-10000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,No agency found
